knowledge/yandex-tf/network.md	~/ai/companies/youdo/knowledge/systems/yandex-cloud/terraform-network.md	yandex-cloud	verified	living system map; body unchanged; appended Related recipes (terraform image-rebuild, ansible-provider)
knowledge/yandex-tf/prod.md	~/ai/companies/youdo/knowledge/systems/yandex-cloud/terraform-prod.md	yandex-cloud	verified	living system map; body unchanged; appended Related recipes link
knowledge/yandex-tf/public-test.md	~/ai/companies/youdo/knowledge/systems/yandex-cloud/terraform-public-test.md	yandex-cloud	verified	living system map; body unchanged; appended Related recipes link
knowledge/yandex-tf/test-infra.md	~/ai/companies/youdo/knowledge/systems/yandex-cloud/terraform-test-infra.md	yandex-cloud	verified	living system map; body unchanged; appended Related recipes link; recipe written at ~/ai/general/knowledge/terraform/image-rebuild-forces-disk-replacement.md
knowledge/yandex-tf/test-k8s.md	~/ai/companies/youdo/knowledge/systems/yandex-cloud/terraform-test-k8s.md	yandex-cloud	verified	living system map (33 KB, migrated in full); path /home/slnnk/.codex/.env -> ~/ai/current/.env; recipes written at ~/ai/general/knowledge/terraform/destroy-order-managed-k8s-iam-bindings.md and ~/ai/general/knowledge/k8s/cluster-autoscaler-cannot-scale-down-to-one-node.md
knowledge/yc-base-image.md	~/ai/companies/youdo/knowledge/systems/yandex-cloud/base-image.md	yandex-cloud	verified	living system map; body unchanged; appended Related section
knowledge/monitoring/yandex-test-nomad-container-metrics.md	~/ai/companies/youdo/knowledge/log/2026-09-13-monitoring-yandex-test-nomad-container-metrics.md	monitoring	verified	translated from Russian; dated check -> log entry; .codex/.env -> ~/ai/current/.env; reference to old ops/2026-09-13-yandex-test-nomad-agent-scale-down.md relinked to log/2026-09-13-nomad-test-agent-scale-down.md (created by another batch)
knowledge/monitoring/yandex-test-nomad-resource-optimization.md	~/ai/companies/youdo/knowledge/log/2026-09-13-nomad-test-resource-optimization.md	nomad-test	verified	dated analysis -> log entry; csv/html links rewritten to ../files/; scripts path -> ~/ai/current/scripts/; rebuild command --output path rewritten to ~/ai/current/knowledge/files/
knowledge/monitoring/yandex-test-nomad-resource-optimization-by-stand.csv	~/ai/companies/youdo/knowledge/files/yandex-test-nomad-resource-optimization-by-stand.csv	nomad-test	verified	binary-identical copy; linked from log/2026-09-13-nomad-test-resource-optimization.md
knowledge/monitoring/yandex-test-nomad-resource-optimization.csv	~/ai/companies/youdo/knowledge/files/yandex-test-nomad-resource-optimization.csv	nomad-test	verified	binary-identical copy; linked from log/2026-09-13-nomad-test-resource-optimization.md
knowledge/monitoring/yandex-test-nomad-resource-optimization.html	~/ai/companies/youdo/knowledge/files/yandex-test-nomad-resource-optimization.html	nomad-test	verified	binary-identical copy (Russian UI strings kept as-is); linked from log/2026-09-13-nomad-test-resource-optimization.md
notes/yandex-cloud/2026-08-11-k8s-nomad-sizing.md	~/ai/companies/youdo/knowledge/log/2026-08-11-yandex-cloud-k8s-nomad-sizing.md	yandex-cloud	hypothesis	translated from Russian; status hypothesis because the deliverable is a sizing recommendation on a 64.5h window (measurements themselves verified); .codex/.env -> ~/ai/current/.env
notes/yandex-cloud/2026-08-11-yandex-tf-test-k8s-audit.md	~/ai/companies/youdo/knowledge/log/2026-08-11-yandex-cloud-yandex-tf-test-k8s-audit.md	yandex-cloud	verified	translated from Russian; .codex/.env -> ~/ai/current/.env; source notes that an SA private key was printed to a terminal session (not into the note) and should be rotated; recipe written at ~/ai/general/knowledge/terraform/destroy-order-managed-k8s-iam-bindings.md
ops/gitlab-runner/2026-06-03-prod-yandex-docker-3-dind-nexus.md	~/ai/companies/youdo/knowledge/log/2026-06-03-gitlab-ci-prod-yandex-docker-3-dind-nexus.md	gitlab-ci	verified	English source; added Task/Actions/Open items wrappers; '.codex-backup-*' strings are literal host backup filenames, kept verbatim; recipes written at ~/ai/general/knowledge/docker/dind-daemon-json-and-cli-flag-conflict.md and ~/ai/general/knowledge/linux/cron-d-file-ignored-missing-newline.md
ops/mks-infra/kubeconfig.md	~/ai/companies/youdo/knowledge/log/2026-06-04-selectel-mks-infra-kubeconfig.md	selectel	verified	system chosen as selectel: mks-infra is the Selectel Managed Kubernetes cluster owned by selectel-tf/prod-mks (per old local-repositories.md); date from content
RECIPE	~/ai/general/knowledge/terraform/image-rebuild-forces-disk-replacement.md
RECIPE	~/ai/general/knowledge/terraform/destroy-order-managed-k8s-iam-bindings.md
RECIPE	~/ai/general/knowledge/terraform/ansible-provider-replayable-playbooks-bloat-plan.md
RECIPE	~/ai/general/knowledge/docker/dind-daemon-json-and-cli-flag-conflict.md
RECIPE	~/ai/general/knowledge/linux/cron-d-file-ignored-missing-newline.md
RECIPE	~/ai/general/knowledge/k8s/cluster-autoscaler-cannot-scale-down-to-one-node.md
