knowledge/automation-services/yandex-test-nginx.md	companies/youdo/knowledge/systems/automation-services/yandex-test-nginx.md	automation-services	verified	living map; chose systems/automation-services/<topic>.md over systems/nomad-test/ (nginx role and balancers_test inventory live in the automation-services repo); added Components/Boundaries/Related log entries scaffolding, all original facts kept
knowledge/ops/2026-09-09-automation-test-yandex-nomad-memory.md	companies/youdo/knowledge/log/2026-09-09-nomad-test-automation-test-yandex-nomad-memory.md	nomad-test	verified	
knowledge/ops/2026-09-11-nomad-agent-group-stop-pilot.md	companies/youdo/knowledge/log/2026-09-11-nomad-test-agent-group-stop-pilot.md	nomad-test	verified	translated from Russian; node GC section marked as hypothesis in text
knowledge/ops/2026-09-11-yandex-test-nginx-stale-nomad-proxy.md	companies/youdo/knowledge/log/2026-09-11-automation-services-yandex-test-nginx-stale-nomad-proxy.md	automation-services	verified	recipe written at general/knowledge/nginx/proxy-pass-hostname-not-re-resolved-stale-upstream.md
knowledge/ops/2026-09-13-buildsinfo-csi-stale-attachment.md	companies/youdo/knowledge/log/2026-09-13-nomad-test-buildsinfo-csi-stale-attachment.md	nomad-test	verified	translated from Russian; ~/.codex/.env rewritten to ~/ai/current/.env; source already omitted secret values (mentions plaintext creds in buildapi/production.nomad by name only); recipe written at general/knowledge/nomad/csi-stale-attachment-after-client-restart.md
knowledge/ops/2026-09-13-yandex-test-nomad-agent-scale-down.md	companies/youdo/knowledge/log/2026-09-13-nomad-test-agent-scale-down.md	nomad-test	verified	translated from Russian; link to old knowledge/monitoring/yandex-test-nomad-container-metrics.md rewritten to a best guess ~/ai/current/knowledge/systems/monitoring/yandex-test-nomad-container-metrics.md (verify once that batch lands)
knowledge/ops/2026-09-13-yc-cli-auth-recovery.md	companies/youdo/knowledge/log/2026-09-13-workstation-yc-cli-auth-recovery.md	workstation	verified	translated from Russian; company layer kept (service account/cloud are company resources); key ID aje1kjc599tg2oj7ok2d retained (identifier, not a secret; rotation TODO); recipe written at general/knowledge/yandex-cloud/yc-cli-oauth-token-not-supported-use-dpop.md
knowledge/ops/2026-09-21-selectel-tf-job-3163660-postgresql-acl-race.md	companies/youdo/knowledge/log/2026-09-21-selectel-tf-job-3163660-postgresql-acl-race.md	selectel	verified	recipe written at general/knowledge/terraform/postgresql-grant-tuple-concurrently-updated.md
knowledge/ops/2026-09-22-nomad-agent-test-01-disk-full.md	companies/youdo/knowledge/log/2026-09-22-nomad-test-agent-test-01-disk-full.md	nomad-test	verified	translated from Russian; recipe written at general/knowledge/linux/dnsmasq-log-queries-fills-syslog.md
knowledge/ops/2026-09-22-selectel-vm-private-subnet-visibility.md	companies/youdo/knowledge/log/2026-09-22-selectel-vm-private-subnet-visibility.md	selectel	verified	
knowledge/plans/2026-09-09-nomad-night-shutdown-cost.md	companies/youdo/knowledge/log/2026-09-09-nomad-test-night-shutdown-cost.md	nomad-test	hypothesis	translated from Russian; plan/feasibility study; date from filename (mtime 2026-09-11 is a later edit)
ops/consul-nomad-test/2026-06-05-master-03-cpu-unavailable.md	companies/youdo/knowledge/log/2026-06-05-nomad-test-master-03-cpu-unavailable.md	nomad-test	verified	recipe written at general/knowledge/consul/vmagent-consul-sd-fanout-overloads-servers.md
ops/consul-nomad-test/2026-07-21-nomad-agent-test-02-crash-loop.md	companies/youdo/knowledge/log/2026-07-21-nomad-test-agent-test-02-crash-loop.md	nomad-test	verified	translated from Russian; recipe written at general/knowledge/nomad/client-crash-loop-csi-mounts-panic-on-restore.md
ops/2026-06-17-nexus-nomad-pull-latency.md	companies/youdo/knowledge/log/2026-06-17-nexus-nomad-pull-latency.md	nexus	verified	
RECIPE	general/knowledge/nginx/proxy-pass-hostname-not-re-resolved-stale-upstream.md
RECIPE	general/knowledge/terraform/postgresql-grant-tuple-concurrently-updated.md
RECIPE	general/knowledge/nomad/csi-stale-attachment-after-client-restart.md
RECIPE	general/knowledge/nomad/client-crash-loop-csi-mounts-panic-on-restore.md
RECIPE	general/knowledge/consul/vmagent-consul-sd-fanout-overloads-servers.md
RECIPE	general/knowledge/linux/dnsmasq-log-queries-fills-syslog.md
RECIPE	general/knowledge/yandex-cloud/yc-cli-oauth-token-not-supported-use-dpop.md
