knowledge/dev-deployment-autotests.md	~/ai/companies/youdo/knowledge/systems/dev-deployment/post-deploy-autotests.md	dev-deployment	verified	system map; Cyrillic UI strings and one Russian test assertion message kept verbatim as quoted technical strings; added Related log entries section
knowledge/dev-deployment.md	~/ai/companies/youdo/knowledge/systems/dev-deployment/overview.md	dev-deployment	verified	authoritative system map; ops/ and knowledge/ path references rewritten to new log/system paths; added Purpose, Related documents and Related log entries sections
knowledge/helm-charts.md	~/ai/companies/youdo/knowledge/systems/dev-deployment/helm-charts.md	dev-deployment	outdated	note self-describes as historical with obsolete dev-{BUILD_NUMBER} naming; PostgreSQL PVC section still valid
knowledge/jenkins-pipelines/deploy-dev-b2b.md	~/ai/companies/youdo/knowledge/systems/dev-deployment/jenkins-deploy-dev-b2b.md	dev-deployment	verified	component map; header points to overview.md; recipes written at general/knowledge/k8s/postgres-pvc-lost-and-found-pgdata.md and general/knowledge/helm/atomic-install-failure-leaves-hook-resources.md
knowledge/gitlab-ci-templates/deploy-dev.md	~/ai/companies/youdo/knowledge/systems/dev-deployment/gitlab-ci-deploy-dev.md	dev-deployment	verified	component map; recipes written at general/knowledge/k8s/namespace-delete-then-recreate-race.md and general/knowledge/gitlab-ci/environment-name-job-only-variables.md
knowledge/gitlab-ci-templates/nomad-canary-rollback.md	~/ai/companies/youdo/knowledge/systems/gitlab-ci/nomad-canary-rollback.md	gitlab-ci	verified	not dev-deployment: documents v3/.deploy-prod.yml rollback template; placed in existing systems/gitlab-ci/ directory; ~/.codex/.env -> ~/ai/current/.env; recipe written at general/knowledge/nomad/job-revert-canary-manual-promotion.md
knowledge/platform-services/temporal-dev.md	~/ai/companies/youdo/knowledge/systems/temporal.md	temporal	hypothesis	system map; status hypothesis because Terraform was validated but never applied to the cluster
helm-charts/service-url-routing-2026-06-18.md	~/ai/companies/youdo/knowledge/log/2026-06-18-dev-deployment-service-url-routing.md	dev-deployment	verified	date from filename; log sections added around original structure
notes/helm-charts/ephemeral-dev-dependencies.md	~/ai/companies/youdo/knowledge/log/2026-06-18-dev-deployment-ephemeral-dev-dependencies.md	dev-deployment	outdated	date from content; note self-describes as historical decision superseded by dev-deployment map
notes/helm-charts/ephemeral-dev-memory-cap-2026-06-25.md	~/ai/companies/youdo/knowledge/log/2026-06-25-dev-deployment-ephemeral-dev-memory-cap.md	dev-deployment	outdated	date from filename; note self-describes as historical; 256Mi cap later relaxed for several workloads
projects/helm-charts/2026-06-17-youdo-business-auth-service-jenkins-dev.md	~/ai/companies/youdo/knowledge/log/2026-06-17-dev-deployment-youdo-business-auth-service-jenkins-dev.md	dev-deployment	verified	contains dated follow-ups through 2026-06-24 (kitcut, Redis, dev-84..87); ~/.codex/.env -> ~/ai/current/.env; Kestrel port lesson merged into existing recipe general/knowledge/dotnet/aspnet-container-default-port-8080-healthcheck.md (extended, not duplicated); recipe written at general/knowledge/k8s/post-rollout-pod-phase-check-false-failures.md
projects/helm-charts/2026-06-24-youdo-notifications-dev-yml.md	~/ai/companies/youdo/knowledge/log/2026-06-24-dev-deployment-youdo-notifications-dev-yml.md	dev-deployment	verified	-
projects/helm-charts/2026-06-25-dev-96-fns-check.md	~/ai/companies/youdo/knowledge/log/2026-06-25-dev-deployment-dev-96-fns-check.md	dev-deployment	verified	recipe written at general/knowledge/k8s/dependent-env-var-expansion-order.md
projects/helm-charts/2026-06-25-docvalidation-dev-yml.md	~/ai/companies/youdo/knowledge/log/2026-06-25-dev-deployment-docvalidation-dev-yml.md	dev-deployment	verified	recipe written at general/knowledge/postgresql/npgsql-authentication-method-not-supported-scram.md
projects/helm-charts/2026-06-25-fns-dev-yml.md	~/ai/companies/youdo/knowledge/log/2026-06-25-dev-deployment-fns-dev-yml.md	dev-deployment	verified	-
projects/helm-charts/2026-06-25-youdo-business-tochka-proxy-dev-yml.md	~/ai/companies/youdo/knowledge/log/2026-06-25-dev-deployment-youdo-business-tochka-proxy-dev-yml.md	dev-deployment	verified	-
projects/helm-charts/2026-06-25-youdo-sms-service-dev-yml.md	~/ai/companies/youdo/knowledge/log/2026-06-25-dev-deployment-youdo-sms-service-dev-yml.md	dev-deployment	verified	-
projects/helm-charts/2026-06-26-youdo-business-billing-service-dev-yml.md	~/ai/companies/youdo/knowledge/log/2026-06-26-dev-deployment-youdo-business-billing-service-dev-yml.md	dev-deployment	verified	-
projects/helm-charts/2026-06-26-youdo-business-dev-yml.md	~/ai/companies/youdo/knowledge/log/2026-06-26-dev-deployment-youdo-business-dev-yml.md	dev-deployment	verified	links to extended recipe general/knowledge/dotnet/aspnet-container-default-port-8080-healthcheck.md
projects/helm-charts/2026-06-26-youdo-business-landings-dev-yml.md	~/ai/companies/youdo/knowledge/log/2026-06-26-dev-deployment-youdo-business-landings-dev-yml.md	dev-deployment	verified	-
projects/helm-charts/2026-06-26-youdo-business-mobile-id-dev-yml.md	~/ai/companies/youdo/knowledge/log/2026-06-26-dev-deployment-youdo-business-mobile-id-dev-yml.md	dev-deployment	verified	-
projects/helm-charts/2026-06-26-youdo-business-tkb-proxy-dev-yml.md	~/ai/companies/youdo/knowledge/log/2026-06-26-dev-deployment-youdo-business-tkb-proxy-dev-yml.md	dev-deployment	verified	-
projects/helm-charts/2026-07-30-dev-master-node-replacement-db-recovery.md	~/ai/companies/youdo/knowledge/log/2026-07-30-dev-deployment-dev-master-node-replacement-db-recovery.md	dev-deployment	verified	translated from Russian; added pointer to the later PVC fix
knowledge/ops/2026-09-03-devops-832-mock-worker-probe-failure.md	~/ai/companies/youdo/knowledge/log/2026-09-03-dev-deployment-devops-832-mock-worker-probe-failure.md	dev-deployment	verified	-
